Prop_ID,Name,Location,Zip
MZ253,Greenstreet,Park Ave South Bet. E 24 & E 25 Sts,null
MZ254,Greenstreet,Park Ave South Bet. E 25 & E 26 Sts,null
MZ255,Greenstreet,Park Ave South Bet. E 27 & E 28 Sts,null
MZ256,Greenstreet,Park Ave South Bet. E 28 & E 29 Sts,null
MZ257,Greenstreet,Park Ave South Bet. E 29 & E 30 Sts,null
M060B,Park Avenue Malls,E 34 St To E 39 St and Park Av,10016
MZ258,Greenstreet,Park Ave South Bet. E 30 & E 31 Sts,null
M060A,Park Avenue Malls,E 46 St To E 59 St and Park Av,"10017, 10022"
MZ259,Greenstreet,Park Ave South Bet. E 31 & E 32 Sts,null
M060C,Park Avenue Malls,E. 59 St. To E. 97 St. and Park Ave.,"10021, 10022, 10028, 10029, 10065, 10075, 10128"
B110,Marion Hopkinson Playground,Hopkinson Ave. bet. Marion St. and Chauncey St.,11233
B111,J.J. Byrne Playground,"3 St., 4 St. bet. 4 Ave. and 5 Ave.",11215
B115,Cohn Triangle,Bedford Ave. at Division Ave.,11211
B114,Msgr. McGolrick Park,"Russell St., Monitor St. bet. Nassau Ave. and Driggs Ave.",11222
X010A,Tremont Park,E 175 St to E Tremont Av bet. 3 Av and Arthur Ave,10457
B117,Lindsay Triangle,"Throop Ave., Lormer St., Broadway",11206
B116,Zion Triangle,"Pitkin Ave., E. New York Ave. bet. Crafton St. and Legon St.",11212
X354,P.S. 29 Ball Field,E 157 St bet. Melrose Ave and Cortlandt Ave,10451
XZ287,Deegan Rock,138th Street Bet. Exterior And Park And Grand Concourse,null
M094A,Broadway Malls,"Broadway, W 110 StTo W 122 St","10025, 10027"
M211A,St. Nicholas Playground South,W/s 7 Ave. bet. W. 127 St. and W. 129 St.,10027
M211B,St. Nicholas Playground North,W/s 7 Ave. at W. 130 St.,10027
R100,Drumgoole Tot Lot,"Drumgoole Rd. W., Grantwood Ave., Carlton Ave., Rathbun Ave.",10312
M095A,Broadway Malls,"Broadway, W 156 St To W 168 St",10032
R109,CPL. Thompson Park,"Broadway, Henderson Ave., Chappell St.",10310
R107,New Dorp Park,"8 St., bet. Allison Ave. and Beach Ave.",10306
R105,Prall Playground,"Elizabet.h St., Forest Ave., Broadway, Clove Lake Pl.",10310
R106,Bloomingdale Park,"Richmond Pkwy., West Shore Expw., Lenevar Ave., Ramona Ave.",10309
R104,South Shore Country Club,"West Shore Exwy., Huguenot Ave., Alverson Ave., W. Castor Pl.","10309, 10312"
R101,Wegener Park,"Drumgoole Rd. E., Annadale Rd., Genesee Ave.",10312
R111,Lt. Lia Playground,Wall St. bet. St Marks Pl. and Belmont Pl.,10301
R110,Tottenville Pool,Hylan Blvd. bet. Joline Ave. and Sprague Ave.,10307
R112,Meredith Woods,"West Shore Exwy. Meredith Ave. to South Ave., and at Richmond Pkwy.","10309, 10314"
R115,Deere Park,"Richmond Pkwy., Ocean Terr., Tiber Pl., Staten Island Blvd.","10301, 10314"
R114,Jennifer's Playground,"Jules Dr., Elson Ct., Regis Dr.",10314
R117,Alice Austen Park,"Edgewater St., Hylan Blvd., Abbott St.","10304, 10305"
R116,Snug Harbor Cultural Center,"Richmond Ter., Tysen St., Kissel Ave., Henderson Ave.","10301, 10310"
R119,Blue Heron Park,"Amboy Rd., Barclay Ave., Hylan Blvd. and Bertram Ave.",10312
R118,Reed's Basket Willow Swamp Park,"Ocean Ter., Emerson Ct., Merrick Ave., Chapin Ave.","10301, 10304"
M277,Hell's Kitchen Park,"10 Ave., W. 47 St. To W. 48 St.",10036
B048,Brooklyn Museum,Eastern Pkwy. at Washington Ave.,11238
M279,Duarte Square,"Ave. Of Americas, Canal St. and Grand St.",10013
M273,Wagner Houses Pool,E. 124 St. bet. 1 Ave. and 2 Ave.,10035
M280,Tramway Plaza,Second Ave. bet. E. 59 St. to E. 60 St.,10022
M282,Septuagesimo UNO,71 St. bet. West End Ave. and Amsterdam Ave.,10023
R120,Arden Woods,"Arthur Kill Rd., Arden Ave. and Halpin Ave.",10312
R121,Siedenburg Park,"Greaves Ave., Dewey Ave. and Evergreen St.",10308
R122,Pralls Island,Pralls River and Arthur Kill,10314
R126,Gaeta Park,"N. Gannon Ave., Willow Road E., Victory Blvd., Wyona Ave.",10314
R125,Lopez Playground,Palma Dr. bet. Targee St. and Oder Ave.,10304
R124,Eibs Pond Park,"Mosel Ave., Palma Dr., Hanover Ave.",10304
R123,Skyline Playground,Arnold St. to Prospect Ave. bet. Harvard Ave and Clyde Pl.,10301
R129,Blood Root Valley,"Rockland Ave., Manor Ave., Brielle Ave., Forest Hill Rd.",10314
R128,Shooters Island,Kill Van Kull and Newark Bay,10303
R127,Joseph Manna Park,"Forest Ave., Goethals Rd. N., Meeker Ave.",10303
M265,Vincent F. Albano Jr. Playground,"N/s E. 29 St., W/s 2 Ave.",10016
M264,Playground Eighty Nine LXXXIX,"W. 89 St., Amsterdam Ave. and Columbus Ave.",10024
M263,Bellevue South Park,"E. 26 St. To E. 28 St., 2 Ave.",10016
M262,Park,Bleecker St. bet. La Guardia Pl. and Mercer St.,10012
M270,Dry Dock Playground,"Szold Pl., E. 10 St., Ave. D",10009
R132,Bunker Ponds Park,"Hylan Blvd., Chester Ave., Arbutus Ave., Huguenot Ave.",10312
R133,Arbutus Woods Park,"Eylandt St., Stecher St. and Colon St.",10312
R130,Saw Mill Creek Marsh,West Shore Exwy. to Kill Van Kull from River Rd. to South Ave.,10314
R131,Huguenot Ponds Park,Billiou St. and Comely St. bet. Huguenot Ave. and Kingdom Ave.,10312
R139,Tottenville Shore Park,"Bentley St. and Arthur Kill Rd., Hopping Ave. and Amboy Rd.",10307
R138,Kingdom Pond Park,Kingdom Ave. bet. Hylan Blvd. and Jansen St.,10312
R135,Crescent Beach Park,Tennyson Dr. bet. Hales Ave. and Wiman Ave.,"10308, 10312"
R137,Bayview Terrace Park,Bayview Ter. from Barclay Ave. to Harold Ave.,10312
R136,Hybrid Oak Woods Park,Joline Ave. bet. Hylan Blvd. to Surf Ave.,10307
M295,Mercer Playground,Mercer St. bet. Houston St. and W. 4 St.,10012
M294,Ruppert Park,Second Ave. bet. E. 90 St. and E. 91 St.,10128
B430,Lewis Playground,Willoughby Ave. between Lewis Ave. and Marcus Garvey Blvd.,11206
B432,American Veterans Memorial Pier,"Bay Ridge Ave., Shore Rd., Upper Bay",11220
B431,Brooklyn Bridge Park,"Furman St.,Water St. and John St. bet. Atlantic Ave.,Old Fulton St.,Main St.,Adams St., and Jay St.","11201, 11201, 11201, 11201, 11201"
B434,Old Gravesend Cemetery,Van Sicklen St. to McDonald Ave. between Village Rd. and Gravesend Neck Rd.,11223
B433,Hendrick I. Lott House,E. 35 St. to E. 36 St. between Fillmore Ave. and Ave. S,11234
R141,Graniteville Swamp Park,"Goethals Rd. N., Meeker Ave., Morrow St.",10303
R044,Park,Pier 6 at Victory Blvd.,10301
R143,Staten Island Industrial Park,"SI Expwy., W. Shore Expwy., Graham Ave., South Ave.",10314
R144,Sobel Court Park,"Bowen St., Vanderbilt Ave., Targee St.",10304
R140,King Fisher Park,"Miles Ave., Corbin Ave., Barlow Ave., Fairfield St.",10308
R149,Ocean Breeze Park,"Quintard St. and Mason Ave, Seaside Blvd., (Father Capodanno Blvd.)",10305
R148,Last Chance Pond Park,"Zoe St., Husson St., Naughton Ave., Seaver Ave.",10305
R147,South Beach Wetlands,"Qunitard St., Pearsall St., Frank Capodanno Blvd.",10305
X147A-01,Starlight Park-Starlight Park Playground,"SHERIDAN EXWY, BRONX RIVER, S/O E 174 ST BRIDGE",null
Q393A,LaGuardia Landing Lights,25 Ave. bet. 78 St. and 79 St.,11370
R145,Seaside Wildlife Nature Park,"Nelson Ave., Tennyson Dr. and Bulkhead Line",10308
M286,Asphalt Green,"E. 90 St., York Ave., FDR Dr.",10128
M285,Dr. Ronald E. McNair Playground,Lexington Ave. bet. E. 122 St. and 123 St.,10035
Q162J,Beach 17 Playground,Seagirt Blvd bet. B. 17 St. and B. 12 St.,11691
M284,Convent Garden,"Convent Ave., 151 St. and St. Nicholas Ave.",10031
M283,Battery Park City,"Hudson River, Liberty St. West St, and Pier A","10007, 10013, 10280"
X123,Noble Playground,Noble Ave. bet. Bronx River Av and  E 177 St,10460
M289,East River Esplanade,FDR Dr. bet. E. 36 St. and E. 38 St.,10016
M288,Ramon Aponte Park,47 St. bet. 8 Ave. and 9 Ave.,10036
Q162E,Beach 59th St Playground,Rockaway Boardwalk bet. B. 60 St. and B. 59 St.,11692
Q393I,Planeview Park,23 Ave. bet. 85 St. and Ditmars Blvd.,11369
M287,Sheridan Square Viewing Garden,"Washington Pl., W. 4 St., Barrow St.",10014
M292,Sunshine Playground,E. 101 St. bet. 3 Ave. and Lexington Ave.,10029
M290,Pier 107 CVII,FDR Dr. at E. 107 St.,10029
R154,Richmond Terrace Cemetery,Richmond Ter. bet. Tompkins Ct. and Alaska St.,10310
R155,South Clove Road Cemetery,South Clove Rd. and Richmond Rd.,10304
R152,Carlton Park,Carlton Blvd. and Crown Ave.,10312
R153,Fairview Park,"Englewood Ave., W. Shore Expwy., Veterans Rd. W.",10309
R150,Graniteville Quarry Park,"Forest Ave. Wilcox Ave., bet. Van Name Ave. and Eunice Pl.",10303
R151,Isle Of Meadows,Arthur Kills Near Fresh Kills Landfill,10314
R162,Olmsted-Beil House Park,Orchard La. S. bet. King St. and Hylan Blvd.,10312
R161,Laredo Avenue Parcel,"Annadale Rd. bet. Laredo Ave. and Lamoka Ave., Memphis Ave.",10312
R166,Manor Park,Manor Rd. and Rockland Ave.,"10304, 10306"
R165,Blueberry Park,Arden Ave. at Blueberry Lane,10312
R164,Targee Street Triangle,"De Kalb St., Targee St., Narrows Rd. N.",10304
R163,Meredith Woods,"Meredith Ave., W. Shore Exwy., Chelsea Creek",10314
Q012B,John Golden Park,"215 Pl., Cross Island Pkwy. bet. 31 Rd. and 33 Ave.","11360, 11361"
Q461,Powell's Cove Park,"11 Ave. bet. 130 St., Powell's Cove Blvd. and 138 Pl., 9 Ave.","11356, 11357"
Q462,Manuel De Dios Unanue Triangle,"Roosevelt Ave., 83 St., Baxter Ave.",11373
Q460,Broad Channel Park,"Cross Bay Blvd., Channel Rd. bet. E. 16 Rd. and E. 18 Rd.",11693
M234,Wright Brothers Playground,St Nicholas Ave. and W. 156 St.,10032
M235,Sol Lain Plgd,"E. Broadway, Henry St., Gouverneur St.",10002
Q454,Hook Creek Park,"Brookville Blvd., Huxleyy St. bet. 149 Ave. and Hook Creek Basin","11559, 11422"
M232,Lincoln Center Plaza,"Columbus Ave., Amsterdam Ave., W. 63 St. and W. 65 St.",10023
Q411,Douglaston Park Golf Course,"61 Ave. bet. Marathon Pkwy., Commonwealth Blvd. and 242 St.",11362
M233,Matthew P. Sapolin Playground,W. 70 St. bet. W. End Ave. and Amsterdam Ave.,10023
Q452,Udall's Park Preserve,"Northern Blvd., 244 St. to 247 St., Douglas Rd., Little Neck Bay",11363
M230,Poor Richard's Playground,E. 109 St. bet. 2 Ave. and 3 Ave.,10029
Q459,Dubos Point Wildlife Sanctuary,"De Costa Ave. bet. Sommerwille Basin and B. 65 St.,Bayfield Ave. bet. B. 65 St. and B. 69 St.",11692
M231,Damrosch Park,Amsterdam Ave. and W. 62 St.,10023
Q458,Fort Totten Park,Cross Island Pkwy. bet. Totten Ave. and 15 Rd.,11359
Q457,College Point Park,14 Ave. bet. 121 St. and College Point Blvd.,11356
Q456,Gene Gray Playground,Cross Bay Blvd. bet. E 9 Rd. and E 10 Rd.,11693
R158,Fort Hill Park,Sherman Ave. bet. Fort Pl. and Hendricks Ave.,10301
R159,Old Place Creek Park,"Gulf Ave., Goethals Br. Appr. bet. Western Ave. and Arthur Kill",10314
R156,Sylvan Grove Cemetery,Victory Blvd. and Glen St.,10314
R157,Sleight Family Graveyard,Rossvile Ave. and Arthur Kill Rd.,10309
M238,Bloomingdale Playground,"Amsterdam Ave., W. 104 St. and W. 105 St.",10025
M239,P.S. 155 Playground,"E. 117 St. To E. 118 St., 1 Ave. To 2 Ave.",10035
M236,Samuel Seabury Playground,"Lexington Ave., E. 95 St. To E. 96 St.",10128
M237,Corporal John A. Seravalli Playground,Hudson St. bet. Gansevoort St. and Horatio St.,10014
Q096E,Lefferts Playground,N. Conduit Ave. bet. Lefferts Blvd. and 122 St.,11420
B106B,Lafayette Playground,"Stillwell Ave., Benson Ave., Bay 43 St.",11214
Q096B,Southern Fields,N Conduit Av-Belt Pkwy bet. 114 and 117 Sts,11420
B106A,Scarangella Park,"W. 13 St., Stillwell Ave. bet. Ave. U and Ave. V",11223
Q450,Corona Golf Playground,"109 St., 111 St. bet. 46 Ave. and 47 Ave.",11368
Q096A,Locust Grove Civic Triangle,N Conduit Av bet. 118 St and Lefferts Blvd,11420
Q451,Underbridge Dog Run,Grand Central Pkwy. Sr. Rd. W. bet. 64 Ave. and 64 Rd.,11375
M221,Gutenberg Playground,W. 49 St. bet. 9 Ave. and 10 Ave.,10019
M222,Grand Canal Court,"Thompson St., Canal St., Ave. of the Americas",10013
Q441,Fisher Pool,32 Ave. bet. 99 St. and 100 St.,11369
M223,Jacob H. Schiff Playground,Amsterdam Ave. bet. W. 136 St. and W. 138 St.,10031
Q444,Sean's Place,38 St. bet. 31 Ave. and Broadway,11103
M224,Straus Square,"Canal St., Rutgers St. and E. Broadway",10002
Q443,Almeda Playground,"Beach 65 St. to Beach 66 St., Beach Channel Dr.",11692
Q446,Sorrentino Recreation Center,Cornaga Ave. bet. Beach 19 St. and Morse Ct.,11691
Q445,Frank Golden Park,"132 St. To 138 St., 14 Rd.",11356
Q448,Roy Wilkins Recreation Center,"Merrick Blvd. bet. 115 Ave., 116 Ave., and Baisley Blvd.",11434
M220,Frederick Douglass Playground,Amsterdam Ave bet. W. 100 St. and W 102 St.,10025
Q447,Brinkerhoff Mall,"Merrick Blvd., 171 Pl. bet. 110 Ave. and 110 Rd.",11433
R167,Richmond Terrace Wetlands,Richmond Ter. bet. Van Pelt Ave. and Van Name Ave.,10303
M229,Happy Warrior Playground,W. 97 St. and Amsterdam Ave.,10025
R169,Goodhue Park,Brighton Ave. bet. Lafayette Ave. and N. Randall Ave.,10301
M225,Wagner Playground,E. 120 St. bet. 1 Ave. and 2 Ave.,10035
M226,Augustus St. Gaudens Playground,"2 Ave., E. 19 St. To E. 20 St.",10003
M227,Peter's Field,"E. 20 St. To E. 21 St., 1 Ave. To 2 Ave.",10010
M228,Henry M. Jackson Playground,"Jackson St., Madison St., Henry St.",10002
Q300A,Kissena Corridor Park,"Underhill Ave., Peck Ave., 199 St. bet. Fresh Meadow La. and Francis Lewis Blvd., Union Tpke.","11365, 11366"
M260,Chelsea Recreation Center,"W. 25 St., 9 Ave. To 10 Ave.",10001
Q010A,Little Bay Park,Cross Island Pkwy. bet. Utopia Pkwy. and Totten Ave.,"11359, 11360"
Q437,Murray Hill Playground,Murray St. bet. Barclay Ave. and Sanford Ave.,11355
Q436,Athens Square,30 Ave. bet. 29 St. and 30 St.,11102
Q435,Vernon Mall,Vernon Blvd. bet. 50 Ave. and 51 Ave.,11101
M251,Bleecker Playground,"Hudson St., Bleecker St. and W. 11 St.",10014
Q434,Long Island Mews,"51 Ave., 51 Rd., 72 Pl.",11373
M256,MacArthur Park,"E. 48 St. To E. 49 St., FDR",10017
M257,Clement Clarke Moore Park,W. 22 St. and 10 Ave.,10011
M254,Gustave Hartman Square,"E. Houston St., Ave. C and E. 2 St.",10009
M255,James Madison Plaza,"Pearl St., Madison St. and St James Pl.",10038
Q430,Sunrise Playground,253 St. bet. 149 Ave. and 149 Rd.,11422
M258,East River Playground,"FDR Dr., E. 106 St. To E. 107 St.",10029
M259,McKinley Playground,"Ave. A, E. 3 St. to E. 4 St.",10009
Q439,Private William Gray Park,98 St. bet. Northern Blvd. and 32 Ave.,11369
Q094D,Gemini Fields,"S. Conduit Ave.,  Linden Blvd.,  149 Ave., bet. 79 St.  and 85 St.",11414
Q424,Judge Angelo Graci Triangle,"N. Conduit Ave., Sutter Ave. bet. 77 St. and 78 St.",11417
M240,Audubon Playground,"Audubon Ave., W. 169 St. and W. 170 St.",10032
Q423,Reiff Playground,59 Dr. bet. Fresh Pond Rd. and 63 St.,11378
M241,Nathan Straus Playground,Rivington St. and Attorney St. bet. Clinton St. and Ridge St.,10002
Q426,North Rochdale Playground,Baisley Blvd. 168 St. and Bedell St.,11434
M242,Collect Pond Park,Leonard St. bet. Centre St. and Lafayette St.,10013
Q425,Yellowstone Park,Yellowstone Blvd. bet. 68 Ave. and 68 Rd.,11375
M243,Eugene McCabe Field,"Park Ave., E. 120 St. To E. 121 St.",10035
M244,Sol Bloom Playground,"Columbus Ave., W. 91 St. To W. 92 St., Central Park W.",10025
M245,Renaissance Playground,"7 Ave. To 8 Ave., W. 143 St. To W. 144 St.",10030
Q422,Seaside Playground,Rockaway Beach Blvd. bet. Beach 110 St. and Beach 109 St.,11694
M246,Kimlau Square,"Chatham Sq., Oliver St. and E. Broadway",10038
Q421,Walter Ward Playground,160 Ave. bet. 88 St. and 89 St.,11414
M247,St. James Triangle,St James Pl. and Oliver St.,10038
M249,Penn South Playground,"W. 26 St., 8 Ave. To 9 Ave.",10001
Q428,Horace Harding Playground,62 Dr. bet. 97 Pl. and 98 St.,11374
Q427,South Rochdale Playground,134 Rd. and 173 St.,11434
Q429,Spirit Playground,36 Ave bet. 9 St. and 10 St.,11106
M108T,East River Walk,"FDR Drive, E 63 St. To E 81 St.","10021, 10028, 10065, 10075"
M108P,Sutton Parks,"E. 53 St. to E. 54 St. at Sutton Pl.; Foot of E. 55 St., E. 56 St., E. 57 St.",10022
M108Q,Twenty-Four Sycamores Park,"FDR Dr., E. 60 St. To E. 61 St. and York Ave.",10065
M108R,Sutton Place Park,E. River bet. E. 56 St. and E. 57 St.,10022
QT08,Newcombe Square,Queens Blvd. bet. Union Tpke. and 80 Rd.,11415
M108N,Peter Detmold Park,"E. 49 St. To E. 51 St., W/s FDR Dr.",10022
M188A,Abe Lebewohl Triangle,E. 10 St. and Stuyvesant Pl.,10003
Q419,Hart Playground,147 St. bet. 26 Ave. and 27 Ave.,11354
Q416,Park,Beach Channel Dr. bet. B. 128 and B. 130 Sts.,11694
Q410,Hinton Park,"114 St., 113 St. bet. 34 Ave. and 37 Ave.",11368
Q453,Queens Farm Park,Little Neck Pkwy. bet. 73 Rd. and 74 Ave.,11426
M108T01,East River Esplanade,"FDR Drive, E 90 St. To E 125 St.","10028, 10029, 10035, 10128"
Q414,Rocket Park,N Conduit Ave. and 149 Ave.bet. Whitelaw St. and Lafayette St.,11417
Q415,Louis Armstrong Playground,37 Av bet. 112 and 113 Sts,11368
Q412,Railroad Park,129 Ave. bet. 172 St. and 176 St.,11434
Q413,Rochdale Park,Guy R. Brewer Blvd. bet. 130 Ave. and 137 Ave.,11434
B382A,Roberto Clemente Ballfield,Division Ave. between Wythe Ave. and Kent Ave.,11211
B382B,Jacob's Ladder Playground,Clymer St. to Morton St. between Kent Ave. and Wythe Ave.,11211
Q405,Hollis Playground,Hollis Ave. bet. 204 St. and 205 St.,11412
Q406,Springfield Park North,145 Rd. bet. Arthur St. and Springfield Blvd.,11413
Q407,Lannett Playground,Lanett Ave. bet. Beach 9 St. and Beach 8 St.,11691
Q408,Harold Schneiderman Playground,155 Ave. bet. 83 St. and 84 St.,11414
Q400,Oakland Gardens,Springfield Blvd. bet. 53 Ave. and 56 Ave.,11364
Q401,Lost Battalion Hall Recreation Center,Queens Blvd. bet. 62 Ave. and 62 Rd.,11374
Q402,Latimer Playground,167 St. bet. 108 Dr. and 109 Ave.,11433
Q403,Beach Channel Playground,"B 80 St., B 79 St., Rockaway Beach Blvd., Beach Channel Dr.",11693
Q404,East Springfield Playground,115 Rd. bet. 218 St. and 2019 St.,11411
M217,Howard Bennett Playground,"W. 135 St. To W. 136 St., Lenox Ave. To 5 Ave.",10037
M216,Holcombe Rucker Park,"W. 155 St., 8 Ave. To Harlem River Drive",10039
M215,Cherry Tree Park,"99 St. To 100 St., 3 Ave.",10029
M214,Blake Hobbs Playground,E. 102 St. To E. 104 St. and 2 Ave.,10029
M219,Tecumseh Playground,W. 78 St. and Amsterdam Ave.,10024
M218,DeSalvio Playground,Spring St. and Mulberry St.,10012
M213,Mae Grant Playground,"N/s E. 104 St., Madison Ave. and Park Ave.",10029
M212,The Queen Elizabeth II September 11th Garden,"Hanover Sq., Pearl St. and Stone St.",10005
BZ10-01,GREENSTREET-Playground,B. 14 St & Corbin Place,null
M204,Moore Playground,Madison Ave. bet. E. 130 St. and E. 131 St.,10037
M108G,Playground 103 CIII,FDR Dr. bet. E. 102 St. and E. 106 St.,10029
M108F,Triboro Plaza,"1 Ave. To 2 Ave., E. 124 St. To E. 126 St.",10035
M206,Tanahey Playground,"Cherry St. To Water St., W. Catherine Slip To Market Slip",10002
M205,Playground One Twenty Five CXXV,"Morningside Ave., W. 123 St. and W. 124 St.",10027
M207,Father Fagan Park,Ave. Of Americas bet. Prince St. and Spring St.,"10012, 10013"
M108H,Park,E. 93 St. and FDR Dr.,10128
M209,Mill Rock Park,East River Opp E. 96 St.,10128
M200,Booker T. Washington Playground,"W. 107 St. to W. 108 St., Columbus Ave. and Amsterdam Ave.",10025
M108B,Park,"E. 122 St. To E. 125 St., FDR Dr. To Harlem River Dr.",10035
M108A,Louis Cuvillier Park,"E.125 St., FDR Dr., 1 Ave., Paladino Ave.",10035
M201,Wald Playground,E. Houston St. and FDR Dr.,10009
X260,Julio Carballo Fields,Manida St bet. Spofford Av and Lafayette Av,10474
M276,The Public Theater,Lafayette St. bet. Astor Pl. and E. 4 St.,10003
X261,West Bronx Recreation Center,Jesup Av bet. W 172 St and Cross Bronx Exwy,10452
B049,Irving Square Park,"Wilson Ave., Knickerbocker Ave., bet. Halsey St. and Weirfield St.",11207
X262,Harding Park,Bolton Ave. bet. O'Brien Ave. and G St.,10473
X263,Quarry Ballfields,"E. 181 St., Oak Tree Pl. bet. Quarry Rd. and Hughes Ave.",10457
B047,Highland Park,Jamaica Ave. and Highland Blvd. from Highland Pl. to Bulwer Pl.,"11207, 11208, 11385"
X268,Givans Creek Woods,New England Thruway bet. Co-op City Blvd. and Rombouts Ave,10475
Q357B,Real Good Park,"Horace Harding Exwy. Sr. Rd. S., 62 Ave. bet. 99 St. and 102 St.",11374
X269,Cpl Fischer Park,Nelson Av bet. W 169 St and W 170 St,10452
X264,Field Of Dreams Park,E 167 St bet. Southern Blvd and Simpson St,10459
X265,Galileo Playground,Macombs Rd bet. W 176 St and W 175 St,10453
X266,Vidalia Park,E. 180 St. bet. Daly Ave. and Vyse Ave.,10460
X267,Eae J Mitchell Park,E 174 St bet. Bryant Av and Longfellow Av,10460
B041,Grant Gore,"Bedford Ave., Rodgers Ave., Bergen St.",11216
B040,Grand Army Plaza,"Flatbush Ave., Eastern Pkwy. and Prospect Park","11215, 11217, 11238"
B045,Heisser Triangle,"Knickerbocker Ave., Myrtle Ave., Bleecker St.",11237
B044,Dr. Ronald McNair Park,"Eastern Pkwy., Washington Ave., Classon Ave.",11225
B043,Greenpoint Playground,Franklin St. bet. Commerical St. and Dupoint St.,11222
B042,Gravesend Park,"18 Ave., 19 Ave., bet. 55 St. and 58 St.",11204
X273,Rock Garden Park,Longfellow Av bet. E 173 St and E 174 St,10460
B035,John Paul Jones Park,"101 St., Shore Pkwy. bet. 4 Ave. and Ft. Hamilton Pkwy.",11209
B036,Fort Stirling Park,Clark St. at Columbia Heights and the Brooklyn-Queens Exwy.,11201
X271,Grant Park,E 170 St bet. Sheridan Av and Morris Av,10456
B037,Freedom Triangle,"Bushwick Ave., Myrtle Ave., Willoughby Ave.",11221
X272,Ranaqua Park,E. 136 St. bet. Brown Pl. and Willis Ave.,10454
B038,Fulton Park,Chauncey St. bet. Lewis Ave. and Stuyvesant Ave.,11233
X279,City Island Wetlands,"Bay St, Tier St, Echester Bay",10464
X278,Boston Garden,"Boston Rd., Bronxwood Ave., Allerton Ave.",10467
Q357I,Nassau Mall,"Horace Harding Exwy. Sr. Rd. N., Little Neck Pkwy., Nassau Blvd.",11362
Q357J,Nassau Mall South,"Horace Harding Exwy. Sr. Rd. S., 254 St., 57 Ave.",11362
Q357G,Turtle Playground,"Horace Harding Exwy. Sr. Rd. S., 138 St., 61 Rd.",11367
B030,Eastern Parkway Extension,Eastern Pkwy. bet. Ralph Ave. and Bushwick Ave.,"11207, 11233"
B032,Fort Greene Park,"Myrtle Ave., De Kalb Ave. bet. Washington Park and St. Edward's St.","11201, 11205"
B031,Fidelity Triangle,Monitor St. bet. Engert Ave. and Meeker Ave.,11222
B033,Fort Hamilton Triangle,"5 Ave., 4 Ave., 94 St.",11209
X280,Washington Park,E 183 St bet. Washington Av and Park Av,10458
X281,Stop & Go Playground,W 175 St bet. Washington Av and Bathgate Av,10457
X282,Seabury Park,Southern Blvd bet. E 174 St and E 173 St,10460
X283,Beanstalk Playground,Billingsley Ter bet. Phelan Pl and Sedwick Av,10453
X284,Printer's Park,Hoe Av bet. Aldus St and Westchester Av,10459
B068,Parade Ground,"Parkside Ave., Caton Ave., bet. Parade Pl. and Coney Island Ave.",11226
X286,Rev Lena Irons Unity Park,E 168 St bet. Washington Av and 3 Av,10456
X287,Ogden Plimpton Playground,"Ogden Av, Plimpton Av, W 170 St",10452
X288,West Farms Rapids,Bronx River bet. E 180 St and E Tremont Av,10460
X289,Mapes Ballfield,"Mapes Ave., Prospect Ave. bet. E. 180 St. and E. 181 St.",10460
B066,Owl's Head Park,"Shore Rd., 68 St., Colonial Rd.",11220
B065,Ocean Parkway Malls,"Ocean Parkway bet. Coney Island Ave., Parkside Ave. and Sea Breeze Ave.","11218, 11223, 11224, 11230, 11235"
B063,Milestone Park,18 Ave. bet. 81 St. and 82 St.,11214
B062,Memorial Gore,"Metropolitan Ave., Maspeth Ave., bet. Humbolt St. and Bushwick Ave.",11211
B061,McLaughlin Park,"Jay St., Bridge St. bet. Tillary St. and Cathedral Pl.",11201
B060,McKinley Park,"7 Ave., Ft. Hamilton Pkwy. bet. Bayridge Pkwy. and 73 St.",11228
X291,Walton Park,E. 181 St. bet. Walton Ave. and Jerome A,10453
X292,Morris Garden,E. 181 St. bet. Morris Ave. and Creston,10453
X295,Half-Nelson Playground,Nelson Av bet. Featherbed La and W 174 St,10453
B057,Marine Park,"Shore Pkwy., Avenue U, Filmore Ave. bet. Brigham St., Gerritsen Ave., and Flatbush Ave.","11229, 11234, 11235"
B058,McCarren Park,"N. 12 St., Lorimer St., Manhattan Ave. bet. Bayard St. and Berry St. - Nassau Ave.","11211, 11222"
X294,Palmer Inlet,"bet. Outlook Ave and Library Ave., Griswold Ave. and Lucerne St.",10465
X299,Little Claremont Park,Claremont Pkwy bet. Park Av and Washington Av,10457
B054,Lincoln Terrace / Arthur S. Somers Park,"Eastern Pkwy., E. New York Ave. bet. Rochester Ave. and Portal St.","11213, 11233"
B056,Martin Luther King Jr. Playground,"Dumont Ave., Blake Ave. bet. Bradford St. and Miller Ave.",11207
B055,Sternberg Park,Lorimer St. bet. Montrose Ave. and Boerum St.,11206
B050,Van Voorhees Park,"Columbia St., Hicks St. bet. Congress St. and Atlantic Ave.",11201
B052,Leif Ericson Park,"67 St., 66 St. bet. 4 Ave. and Ft. Hamilton Pkwy.","11219, 11220"
B051,Kelly Park,Ave. S bet. E. 14 St. and E. 15 St.,11229
Q465,Socrates Sculpture Park,Vernon Blvd. bet. Broadway and 30 Dr.,11106
Q463,Cornell Burial Ground,Caffrey Ave. bet. New Haven Ave. and Davies Rd.,11691
Q464,Brant Point Wildlife Sanctuary,Beach 72 St. bet. Bayfields Ave. and Hillmeyer Ave.,11692
