Prop_ID,Name,Location,Zip
R086,Davis Playground,"Jersey St., Crescent Ave., Layton Ave., Beechwood Ave.",10301
R087,Dongan Playground,Mason Ave. bet. Buel Ave. and Dongan Hills Ave.,10305
R080,Annadale Green,"Annadale Rd., Jefferson Blvd., N. Railroad St.",10312
M318,Merchant's House Museum,E. 4 St. bet. Bowery and Lafayette St.,10003
R079,Lemon Creek Park,Hylan Blvd. from Sharrott Ave. to Seguine Ave.,10309
R095,Park,"Drumgoole Rd. W., Darlington Ave., Nippon Ave.",10312
R097,Ida Court,"Drumgoole Rd. E., N. Railroad St., Ida Ct.",10312
R098,Park,"Drumgoole Rd. E., from Huguenot Ave. to Ida Ct.",10312
R099,Park,"Drumgoole Rd. E., Albee Ave., Ionia Ave.",10312
R090,Lieutenant John H. Martinson Playground,Preston Ave. bet. Koch Blvd. and Osborne St.,10312
M301,St. Gregory's Playground,W. 90 St. bet. Broadway and Amsterdam Ave.,10024
M300,Sherman Creek,10 Ave. bet. Academy St. and the Harlem River,10040
Q504,Park,"Astoria Blvd., 24 Ave., 81 St.",11369
X274,Mount Hope Garden,Creston Ave. bet. E. Burnside Ave. and E,10453
M308,Washington Market Park,Chambers St. bet. Greenwich St. and West St.,10013
M303,Abyssinian Tot Lot,W. 139 St. bet. Adam C Powell Blvd. and Lenox Ave.,10030
M302,Dream Street Park,E. 124 St.bet. 2 Ave. and 3 Ave.,10035
B223OA,Park,"Keap St., Bedford Ave., Williamsburg St. W.",11211
M304,West 186th Street Basketball Court,"W. 186 St., Audubon Ave., St Nicholas Ave.",10033
Q162H,Beach 30th Street Playground,Rockaway Boardwalk bet. B. 32 St and B. 28 St.,11691
Q502,Rory Staunton Field,"78 St., 79 St. bet. Northern Blvd. and 34 Ave.",11372
R027A,Aesop Park,Corner Of Bartow Ave. and Page Ave.,10309
Q300A1,Holy Cow Playground,Peck Ave. bet. 61 Rd. and 67 Ave.,11365
B223OB,Marcy Park South,Marcy Ave. bet. S. 9 St. and Division St.,11211
B223OC,Rodney Park South,"Division Ave., Rodney St., S. 9 St.",11211
B223QA,Marcy Green South,"Broadway, Marcy Ave. and S. 5 St.",11211
B223QB,Marcy Green Center,"Marcy Ave., S. 4 St. and S. 5 St.",11211
B223QC,Marcy Green North,"Marcy Ave., S. 3 St. and S. 4 St.",11211
B537,Park,Grand Ave. bet. Putnam Ave. and Fulton St.,11238
B223NB,Classon Triangle,"Kent Ave., Classon Ave., Wallabout St.",11211
B223NA,Classon Playground,"Kent Ave. to Flushing Ave., bet. Williamsburg St. W. and Classon Ave., at the BQE",11211
B223NC,Penn Triangle,"Penn St., Wythe Ave., Williamsburg St. E.",11211
B223MA,Arbor Place,"Tillary St., Park Ave., Navy St.",11201
B223JA,Park,Jay St. bet. York St. and Prospect St.,11201
B223JB,Bridge Park,"Prospect St., York St. bet. Jay St. and Bridge St.",11201
B223JC,Bridge Park 3,"Sands St., Prospect St. bet. Bridge St. and Manh. Bridge",11201
B223IB,Bar and Grill Park,"York St., through BQE bet. Adams St. and Pearl St.",11201
B223IC,Park,Pearl St. at York St. and Manh. Bridge,11201
B223IA,Clumber Corner,"BQE, Prospect St. bet. Washington St. and Adams St.",11201
B223DB,Brooklyn Heights Promenade,BQE bet. Joralemon St. and Grace Ct.,11201
B223DE,Brooklyn Heights Promenade,Montague St. bet. Montague Ter. and BQE,11201
B223DF,Brooklyn Heights Promenade,BQE at Montague St.,11201
B223DC,Brooklyn Heights Promenade,BQE bet. Remsen St. and Grace Ct.,11201
B223DD,Brooklyn Heights Promenade,BQE bet. Remsen St. and Montague St.,11201
B223DI,Brooklyn Heights Promenade,Pineapple St. bet. Columbia Heights and the BQE,11201
B223DJ,Brooklyn Heights Promenade,BQE bet. Pineapple St. and Orange St.,11201
B223DG,Brooklyn Heights Promenade,BQE bet. Clark St. and Pierrepoint St.,11201
B223DH,Brooklyn Heights Promenade,BQE bet. Clark St. and Pineapple St.,11201
B223DK,Brooklyn Heights Promenade,BQE over-hang bet. Remsen St. and Orange St.,11201
Q162I,Park,Rockaway Boardwalk bet. Crest Rd. and B. 17 St.,11691
R017-ZN01,Owl Hollow Fields,"Arthur Kill Rd,West Shore Expwy, Arden Av,Muldoon Av",null
M355,Robert L. Clinkscales Playground and Community Garden,W. 146 St. bet. Fredrick Douglass Blvd. and Adam Clayton Powell Blvd.,10039
QT06,Old Hickory Park,"51 Ave. bet. Jackson Ave., Vernon Blvd. and 11 St.",11101
X149A,Miele Park,Bruckner Blvd bet. Hollywood Ave. and Crosby Ave.,10461
X149,Miele Park,Bruckner Blvd bet. Hollywood Ave. and Crosby Ave.,10461
X004A,James Burke Ballfield,"Morrison Ave., Metcalf Ave. bet. Story Ave. and Lafayette Ave.",10473
RZ03,War Memorial,Richmond Rd & Rockland Ave,null
BT15,Bush Terminal Park,Marginal St. bet. 44 St. and 50 St.,11232
QT10,Gwirtzman Triangle,"Beach 144 St, Cronston Ave., and Beach Channel Dr",11694
QT05,Copernicus Triangle,60 St. bet. Borden Ave. and 55 Dr.,11378
MZ49,Dekovats Triangle,E 92 St & York Ave & FDR SB Entrance,null
-,Park,Haven Esplanade bet. Castleton Ave. and Silver Lake Rd.,10301
R160,Heritage Park,"Richmond Ter. at Tompkins Ct., Kill Van Kull",10310
X290,Longfellow Garden,"Longfellow Ave., Lowell St., E. 165 St.",10459
